Row ID,Order ID,Data da Venda,Prioridade,Faturamento,Desconto,Forma de Envio,Lucro,Preço Unitário,Custo de Envio,Nome do Cliente,Cidade,CEP,Estado,Região,País,Segmento do Cliente,Categoria do Produto,Sub-Categoria do Produto,Nome do Produto,Embalagem,Margem,Data de Envio,Foi devolvido?
2934,21253,2026-04-17,Média,455.08,0.04,Aéreo Normal,27.8,83.93,19.99,Jim Karlsson,Feira de Santana,98072,Bahia,Nordeste,Brasil,Pequenas Empresas,Material de Escritório,Envelopes,Airmail Envelopes,Small Box,0.38,2026-04-24,0
3161,22688,2026-04-17,Média,2044.2755,0.1,Aéreo Normal,334.53,65.99,5.63,Maureen Fritzler,São Paulo,15239,São Paulo,Sudeste,Brasil,Corporativo,Tecnologia,Telefones e Comunicação,2190,Small Box,0.56,2026-04-22,0
3374,24098,2026-04-17,Crítica,199.58,0.05,Aéreo Normal,46.308,4.82,1.49,Erin Mull,Guapirama,36830,Paraná,Sul,Brasil,Pequenas Empresas,Material de Escritório,Capas e Acessórios,Tuff Stuff™ Recycled Round Ring Binders,Small Box,0.36,2026-04-23,0
3376,24098,2026-04-17,Crítica,4158.0725,0.02,Aéreo Normal,836.145,155.99,8.99,Erin Mull,Guapirama,36830,Paraná,Sul,Brasil,Pequenas Empresas,Tecnologia,Telefones e Comunicação,LX 788,Small Box,0.58,2026-04-24,0
6403,45476,2026-04-18,Crítica,1055.98,0.07,Aéreo Normal,204.58,21.78,5.94,Ashley Jarboe,Maceió,85301,Alagoas,Nordeste,Brasil,Escritório em Casa,Material de Escritório,Eletrodomésticos,Holmes HEPA Air Purifier,Medium Box,0.5,2026-04-23,0
6884,49062,2026-04-11,Baixa,103.32,0.0,Aéreo Normal,-25.68,2.98,2.03,Ed Braxton,Maringá,72714,Paraná,Sul,Brasil,Escritório em Casa,Material de Escritório,Canetas e materiais de arte,"Premium Writing Pencils, Soft, #2 by Central Association for the Blind",Wrap Bag,0.57,2026-04-15,0
3007,21638,2026-04-16,Alta,418.93,0.03,Aéreo Normal,82.25,30.98,8.74,Suzanne McNair,Florianópolis,71109,Santa Catarina,Sul,Brasil,Pequenas Empresas,Material de Escritório,Papel,Xerox 1979,Small Box,0.4,2026-04-19,0
5387,38310,2026-04-14,Alta,62.45,0.08,Aéreo Normal,-141.76,3.48,49.0,Jack Lebron,Campo Grande,47374,Mato Grosso do Sul,Centro-Oeste,Brasil,Corporativo,Material de Escritório,Eletrodomésticos,Hoover® Commercial Lightweight Upright Vacuum,Large Box,0.59,2026-04-17,0
7146,50982,2026-04-16,Alta,86.53,0.05,Aéreo Normal,35.62,3.75,0.5,Clay Ludtke,Ribeirão Pires,11226,São Paulo,Sudeste,Brasil,Consumidor,Material de Escritório,Etiquetas,Avery 510,Small Box,0.37,2026-04-22,0
7577,54183,2026-04-15,Crítica,2773.71,0.02,Aéreo Rápido,1097.25,82.99,5.5,Mike Caudle,Novo Gama,77340,Goiás,Centro-Oeste,Brasil,Corporativo,Tecnologia,Periféricos,"Micro Innovations Micro Digital Wireless Keyboard and Mouse, Gray",Small Box,0.44,2026-04-21,0
264,1826,2026-04-15,Não Especificada,28.32,0.09,Aéreo Normal,-14.35,4.98,4.75,Susan Vittorini,Douradina,58554,Mato Grosso do Sul,Centro-Oeste,Brasil,Corporativo,Material de Escritório,Papel,Hammermill CopyPlus Copy Paper (20Lb. and 84 Bright),Small Box,0.36,2026-04-18,0
2859,20615,2026-04-15,Média,151.09,0.02,Aéreo Rápido,4.59,4.76,3.01,Benjamin Farhat,Maceió,85338,Alagoas,Nordeste,Brasil,Escritório em Casa,Material de Escritório,Papel,"TOPS Voice Message Log Book, Flash Format",Wrap Bag,0.36,2026-04-22,0
6074,43043,2026-04-14,Crítica,904.12,0.07,Aéreo Normal,28.81,225.04,11.79,Adam Hart,Recife,93534,Pernambuco,Nordeste,Brasil,Corporativo,Material de Escritório,Eletrodomésticos,Holmes Harmony HEPA Air Purifier for 17 x 20 Room,Medium Box,0.42,2026-04-18,0
6226,44071,2026-04-15,Não Especificada,110.67,0.08,Aéreo Normal,-43.746,5.99,4.92,Frank Price,Goiânia,60623,Goiás,Centro-Oeste,Brasil,Corporativo,Material de Escritório,Capas e Acessórios,"DXL™ Angle-View Binders with Locking Rings, Black",Small Box,0.38,2026-04-21,0
6227,44071,2026-04-15,Não Especificada,1163.123,0.0,Aéreo Normal,83.835,65.99,8.99,Frank Price,Goiânia,60623,Goiás,Centro-Oeste,Brasil,Corporativo,Tecnologia,Telefones e Comunicação,8260,Small Box,0.58,2026-04-22,0
6422,45635,2026-04-07,Baixa,2018.68,0.1,Aéreo Normal,731.72,43.98,1.99,Denny Joy,São Paulo,15102,São Paulo,Sudeste,Brasil,Corporativo,Tecnologia,Periféricos,"Memorex 80 Minute CD-R Spindle, 100/Pack",Small Pack,0.44,2026-04-11,0
7578,54183,2026-04-15,Crítica,113.89,0.02,Aéreo Normal,-52.25,11.66,8.99,Mike Caudle,Novo Gama,77340,Goiás,Centro-Oeste,Brasil,Corporativo,Material de Escritório,Canetas e materiais de arte,Boston 16765 Mini Stand Up Battery Pencil Sharpener,Small Pack,0.59,2026-04-22,0
7854,56161,2026-04-14,Alta,1504.22,0.02,Aéreo Rápido,118.97,39.99,10.25,Ed Braxton,Maringá,72714,Paraná,Sul,Brasil,Escritório em Casa,Tecnologia,Periféricos,Zoom V.92 V.44 PCI Internal Controllerless FaxModem,Small Box,0.55,2026-04-21,0
8382,59905,2026-04-14,Alta,159.24,0.09,Aéreo Normal,8.3,8.5,1.99,Daniel Lacy,Brasília,66202,Distrito Federal,Centro-Oeste,Brasil,Pequenas Empresas,Tecnologia,Periféricos,Hewlett-Packard 4.7GB DVD+R Discs,Small Pack,0.49,2026-04-19,0
8383,59905,2026-04-14,Alta,48.77,0.0,Aéreo Normal,5.95,7.4,1.71,Daniel Lacy,Brasília,66202,Distrito Federal,Centro-Oeste,Brasil,Pequenas Empresas,Material de Escritório,Papel,"It's Hot Message Books with Stickers, 2 3/4"" x 5""",Wrap Bag,0.4,2026-04-18,0
1160,8450,2026-04-13,Não Especificada,1307.0,0.02,Aéreo Normal,428.99,54.48,0.99,Eva Jacobs,Florianópolis,40422,Santa Catarina,Sul,Brasil,Escritório em Casa,Material de Escritório,Eletrodomésticos,Belkin 5 Outlet SurgeMaster™ Power Centers,Small Box,0.57,2026-04-17,0
1178,8609,2026-04-14,Crítica,72.00349999999999,0.04,Aéreo Normal,-108.075,20.99,2.5,Roy Phan,Feira de Santana,98310,Bahia,Nordeste,Brasil,Corporativo,Tecnologia,Telefones e Comunicação,Accessory37,Wrap Bag,0.81,2026-04-20,0
3363,24066,2026-04-13,Alta,4278.61,0.07,Transporte Rodoviário,-955.56,150.98,66.27,Gary Hwang,Guapirama,33511,Paraná,Sul,Brasil,Escritório em Casa,Mobiliário,Estantes,Bush Mission Pointe Library,Jumbo Box,0.65,2026-04-16,1
4051,28871,2026-04-15,Alta,55.02,0.08,Aéreo Normal,-56.12,5.02,5.14,Claudia Miner,Goiânia,62301,Goiás,Centro-Oeste,Brasil,Pequenas Empresas,Tecnologia,Periféricos,"Imation 3.5, DISKETTE 44766 HGHLD3.52HD/FM, 10/Pack",Small Pack,0.79,2026-04-20,0
5634,39876,2026-04-13,Alta,16269.82,0.08,Aéreo Normal,7050.333500000001,387.99,19.99,Jill Stevenson,Maringá,33445,Paraná,Sul,Brasil,Consumidor,Material de Escritório,Capas e Acessórios,Fellowes PB300 Plastic Comb Binding Machine,Small Box,0.38,2026-04-18,0
5635,39876,2026-04-13,Alta,876.59,0.05,Aéreo Normal,233.597,18.99,5.23,Jill Stevenson,Maringá,33445,Paraná,Sul,Brasil,Consumidor,Material de Escritório,Capas e Acessórios,Poly Designer Cover & Back,Small Box,0.37,2026-04-20,0
5636,39876,2026-04-13,Alta,5000.87,0.04,Transporte Rodoviário,-593.23,124.49,51.94,Jill Stevenson,Maringá,33445,Paraná,Sul,Brasil,Consumidor,Mobiliário,Mesas,Bevis 36 x 72 Conference Tables,Jumbo Box,0.63,2026-04-18,0
6274,44422,2026-04-13,Média,15.72,0.0,Aéreo Normal,-6.1,10.89,4.5,Thais Sissman,Maringá,33952,Paraná,Sul,Brasil,Corporativo,Material de Escritório,Eletrodomésticos,Belkin 6 Outlet Metallic Surge Strip,Small Box,0.59,2026-04-19,0
6275,44422,2026-04-13,Média,313.83,0.08,Aéreo Normal,56.78,8.69,2.99,Thais Sissman,Maringá,33952,Paraná,Sul,Brasil,Corporativo,Material de Escritório,Capas e Acessórios,"Cardinal Slant-D® Ring Binder, Heavy Gauge Vinyl",Small Box,0.39,2026-04-19,0
6276,44422,2026-04-13,Média,201.5945,0.04,Aéreo Normal,32.31,20.99,0.99,Thais Sissman,Maringá,33952,Paraná,Sul,Brasil,Corporativo,Tecnologia,Telefones e Comunicação,Accessory21,Wrap Bag,0.37,2026-04-17,0
7174,51202,2026-04-13,Alta,30.89,0.06,Aéreo Normal,-19.55,5.78,7.64,Jim Epp,Cachoeira do Sul,22901,Rio Grande do Sul,Sul,Brasil,Pequenas Empresas,Material de Escritório,Papel,HP Office Recycled Paper (20Lb. and 87 Bright),Small Box,0.36,2026-04-20,0
7297,52007,2026-04-14,Média,10351.01,0.08,Transporte Rodoviário,-1331.553366,550.98,45.7,Alejandro Grove,Ribeirão Pires,44105,São Paulo,Sudeste,Brasil,Consumidor,Mobiliário,Mesas,Chromcraft Bull-Nose Wood Oval Conference Tables & Bases,Jumbo Box,0.71,2026-04-18,0
7317,52164,2026-04-13,Não Especificada,1824.848,0.0,Aéreo Normal,364.23,65.99,8.8,John Lucas,Ribeirão Pires,44240,São Paulo,Sudeste,Brasil,Pequenas Empresas,Tecnologia,Telefones e Comunicação,6120,Small Box,0.58,2026-04-17,0
8384,59905,2026-04-14,Alta,26.5,0.01,Aéreo Rápido,2.61,4.26,1.2,Daniel Lacy,Brasília,66202,Distrito Federal,Centro-Oeste,Brasil,Pequenas Empresas,Material de Escritório,Canetas e materiais de arte,"Dixon Prang® Watercolor Pencils, 10-Color Set with Brush",Wrap Bag,0.44,2026-04-17,0
296,2052,2026-04-12,Alta,107.93,0.0,Aéreo Normal,-68.1375,4.13,5.34,Rob Lucas,Recife,90022,Pernambuco,Nordeste,Brasil,Pequenas Empresas,Material de Escritório,Capas e Acessórios,ACCOHIDE® Binder by Acco,Small Box,0.38,2026-04-19,1
470,3205,2026-04-10,Baixa,2907.63,0.04,Aéreo Rápido,54.59805000000001,71.37,69.0,Alan Haines,São Paulo,13210,São Paulo,Sudeste,Brasil,Consumidor,Mobiliário,Mesas,"Lesro Sheffield Collection Coffee Table, End Table, Center Table, Corner Table",Large Box,0.68,2026-04-13,0
1161,8450,2026-04-13,Não Especificada,41.39,0.09,Aéreo Normal,-12.0175,1.88,1.49,Eva Jacobs,Florianópolis,40422,Santa Catarina,Sul,Brasil,Escritório em Casa,Material de Escritório,Capas e Acessórios,Staples® General Use 3-Ring Binders,Small Box,0.37,2026-04-18,0
2441,17702,2026-04-13,Alta,368.99,0.09,Aéreo Normal,-305.91,7.77,9.23,Mark Cousins,São Paulo,16146,São Paulo,Sudeste,Brasil,Escritório em Casa,Material de Escritório,Eletrodomésticos,Hoover Commercial Soft Guard Upright Vacuum And Disposable Filtration Bags,Small Box,0.58,2026-04-20,0
5072,36132,2026-04-09,Baixa,604.576,0.03,Transporte Rodoviário,-572.6853990000002,236.97,59.24,Hallie Redmond,São Paulo,16509,São Paulo,Sudeste,Brasil,Escritório em Casa,Mobiliário,Mesas,Chromcraft Rectangular Conference Tables,Jumbo Box,0.61,2026-04-13,0
7175,51202,2026-04-13,Alta,170.46,0.1,Aéreo Normal,-104.35,5.28,5.66,Jim Epp,Cachoeira do Sul,22901,Rio Grande do Sul,Sul,Brasil,Pequenas Empresas,Material de Escritório,Papel,Xerox 4200 Series MultiUse Premium Copy Paper (20Lb. and 84 Bright),Small Box,0.4,2026-04-17,0
7296,52007,2026-04-14,Média,68.54,0.1,Aéreo Normal,22.2,2.88,0.5,Alejandro Grove,Ribeirão Pires,45231,São Paulo,Sudeste,Brasil,Consumidor,Material de Escritório,Etiquetas,Avery 507,Small Box,0.39,2026-04-18,0
2442,17702,2026-04-13,Alta,264.63,0.02,Aéreo Rápido,-66.78,27.48,4.0,Mark Cousins,Anápolis,48098,Goiás,Centro-Oeste,Brasil,Escritório em Casa,Tecnologia,Periféricos,Belkin MediaBoard 104- Keyboard,Small Box,0.75,2026-04-16,0
2629,19044,2026-04-11,Baixa,4800.44,0.08,Aéreo Normal,1912.92,150.98,13.99,Rob Dowd,Anápolis,48071,Goiás,Centro-Oeste,Brasil,Corporativo,Tecnologia,Máquinas de Escritório,Canon MP41DH Printing Calculator,Medium Box,0.38,2026-04-15,0
7328,52225,2026-04-12,Crítica,131.09,0.01,Aéreo Normal,10.94,12.22,2.85,Dana Kaydos,Anápolis,55126,Goiás,Centro-Oeste,Brasil,Corporativo,Mobiliário,Mobiliário de Escritório,Aluminum Document Frame,Small Pack,0.55,2026-04-19,0
7329,52225,2026-04-12,Crítica,1817.9,0.06,Aéreo Normal,700.31,54.96,10.75,Dana Kaydos,Anápolis,55126,Goiás,Centro-Oeste,Brasil,Corporativo,Material de Escritório,Papel,Xerox 1940,Small Box,0.36,2026-04-15,0
7886,56418,2026-04-12,Crítica,1613.84,0.09,Aéreo Normal,226.76,34.76,8.22,John Lucas,Ribeirão Pires,44240,São Paulo,Sudeste,Brasil,Corporativo,Material de Escritório,Armazenamento e Organização,"Multi-Use Personal File Cart and Caster Set, Three Stacking Bins",Small Box,0.57,2026-04-15,0
8098,57767,2026-04-11,Crítica,3373.7095,0.01,Aéreo Normal,861.723,110.99,8.99,Liz Pelletier,Erval Seco,28079,Rio Grande do Sul,Sul,Brasil,Corporativo,Tecnologia,Telefones e Comunicação,LX 677,Small Box,0.57,2026-04-17,0
2178,15687,2026-04-09,Crítica,3400.63,0.08,Transporte Rodoviário,-892.79,70.98,46.74,Benjamin Venier,Rio de Janeiro,2886,Rio de Janeiro,Sudeste,Brasil,Pequenas Empresas,Mobiliário,Estantes,"Hon Metal Bookcases, Putty",Jumbo Box,0.56,2026-04-12,0
2532,18373,2026-04-12,Crítica,6608.24,0.09,Aéreo Normal,2164.64,207.48,0.99,Tracy Poddar,São Paulo,7094,São Paulo,Sudeste,Brasil,Corporativo,Material de Escritório,Eletrodomésticos,Kensington 7 Outlet MasterPiece Power Center with Fax/Phone Line Protection,Small Box,0.55,2026-04-15,0
3919,27939,2026-04-10,Média,60.17,0.0,Aéreo Normal,-18.24,6.68,5.66,Bruce Money,Natal,84062,Rio Grande do Norte,Nordeste,Brasil,Corporativo,Material de Escritório,Papel,Xerox 1923,Small Box,0.37,2026-04-17,0
6416,45575,2026-04-12,Crítica,3849.17,0.06,Aéreo Normal,1982.78,83.98,5.01,Eric Barreto,Maringá,34142,Paraná,Sul,Brasil,Pequenas Empresas,Material de Escritório,Envelopes,Ames Color-File® Green Diamond Border X-ray Mailers,Small Box,0.38,2026-04-18,0
6755,48128,2026-04-11,Média,2600.44,0.03,Aéreo Rápido,-921.94,499.99,24.49,Laurel Beltran,Barros Cassal,29915,Rio Grande do Sul,Sul,Brasil,Consumidor,Tecnologia,Copiadoras e fax,Sharp AL-1530CS Digital Copier,Large Box,0.36,2026-04-16,0
7894,56453,2026-04-11,Crítica,2728.65,0.0,Transporte Rodoviário,-5572.3935,2550.14,29.7,Dorothy Wardle,Goiânia,62701,Goiás,Centro-Oeste,Brasil,Corporativo,Tecnologia,Máquinas de Escritório,Epson DFX-8500 Dot Matrix Printer,Jumbo Drum,0.57,2026-04-15,0
1938,13894,2026-04-10,Média,89.18,0.04,Aéreo Normal,21.73,2.94,0.81,Rose O'Brian,Douradina,74133,Mato Grosso do Sul,Centro-Oeste,Brasil,Escritório em Casa,Material de Escritório,Canetas e materiais de arte,Prang Colored Pencils,Wrap Bag,0.4,2026-04-15,0
1939,13894,2026-04-10,Média,1540.285,0.05,Aéreo Normal,829.647,35.99,1.25,Rose O'Brian,Douradina,74133,Mato Grosso do Sul,Centro-Oeste,Brasil,Escritório em Casa,Tecnologia,Telefones e Comunicação,Accessory23,Small Pack,0.36,2026-04-13,0
2135,15236,2026-04-09,Não Especificada,381.39,0.01,Aéreo Rápido,31.24,12.07,6.2,Lena Creighton,São Paulo,15235,São Paulo,Sudeste,Brasil,Escritório em Casa,Mobiliário,Mobiliário de Escritório,Eldon® 500 Class™ Desk Accessories,Wrap Bag,0.52,2026-04-15,0
2246,16193,2026-04-09,Não Especificada,300.2,0.0,Aéreo Normal,6.410000000000011,34.76,8.22,Frank Price,Palmas,60130,Tocantins,Norte,Brasil,Corporativo,Material de Escritório,Armazenamento e Organização,"Multi-Use Personal File Cart and Caster Set, Three Stacking Bins",Small Box,0.57,2026-04-12,0
2247,16193,2026-04-09,Não Especificada,1364.8025,0.07,Aéreo Normal,-183.678,55.99,5.0,Frank Price,Palmas,60130,Tocantins,Norte,Brasil,Corporativo,Tecnologia,Telefones e Comunicação,Accessory36,Small Pack,0.83,2026-04-12,0
6268,44386,2026-04-09,Média,129.06,0.1,Aéreo Normal,-75.1295,4.91,4.97,Chris Selesnick,Goianésia,77373,Goiás,Centro-Oeste,Brasil,Escritório em Casa,Material de Escritório,Capas e Acessórios,"Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Light Blue",Small Box,0.38,2026-04-13,0
6269,44386,2026-04-09,Média,1236.64,0.01,Aéreo Normal,518.81,28.48,1.99,Chris Selesnick,Goianésia,77373,Goiás,Centro-Oeste,Brasil,Escritório em Casa,Tecnologia,Periféricos,"Memorex 4.7GB DVD+RW, 3/Pack",Small Pack,0.4,2026-04-13,0
8339,59589,2026-04-11,Média,1610.26,0.06,Aéreo Normal,122.42,64.98,6.88,Magdelene Morse,Novo Gama,76543,Goiás,Centro-Oeste,Brasil,Escritório em Casa,Material de Escritório,Armazenamento e Organização,Fellowes Bankers Box™ Staxonsteel® Drawer File/Stacking System,Small Box,0.73,2026-04-16,0
469,3205,2026-04-10,Baixa,136.61,0.01,Aéreo Normal,80.43,15.68,3.73,Alan Haines,São Paulo,13210,São Paulo,Sudeste,Brasil,Consumidor,Mobiliário,Mobiliário de Escritório,Artistic Insta-Plaque,Small Pack,0.46,2026-04-14,0
2134,15236,2026-04-09,Não Especificada,341.42,0.06,Aéreo Normal,71.50200000000001,10.91,2.99,Lena Creighton,São Paulo,19401,São Paulo,Sudeste,Brasil,Escritório em Casa,Material de Escritório,Capas e Acessórios,Heavy-Duty E-Z-D® Binders,Small Box,0.38,2026-04-13,0
2995,21605,2026-04-08,Alta,1932.97,0.08,Transporte Rodoviário,-514.94,60.98,30.0,Brian Dahlen,Porto Alegre,37814,Rio Grande do Sul,Sul,Brasil,Pequenas Empresas,Mobiliário,Cadeiras,Novimex Fabric Task Chair,Jumbo Drum,0.7,2026-04-13,0
2996,21605,2026-04-08,Alta,476.49,0.1,Aéreo Normal,-18.57,10.64,5.16,Brian Dahlen,Porto Alegre,37130,Rio Grande do Sul,Sul,Brasil,Pequenas Empresas,Mobiliário,Mobiliário de Escritório,"Eldon Expressions Punched Metal & Wood Desk Accessories, Pewter & Cherry",Small Box,0.57,2026-04-12,0
6125,43364,2026-04-07,Alta,524.2,0.04,Aéreo Normal,158.98,23.99,6.71,Susan Vittorini,Goiânia,61265,Goiás,Centro-Oeste,Brasil,Corporativo,Material de Escritório,Envelopes,"Recycled Interoffice Envelopes with String and Button Closure, 10 x 13",Small Box,0.35,2026-04-14,0
6551,46566,2026-04-09,Média,1534.7,0.07,Aéreo Normal,258.25,31.11,3.6,Patrick O'Donnell,Goianésia,53051,Goiás,Centro-Oeste,Brasil,Escritório em Casa,Tecnologia,Periféricos,"Imation 3.5"" Diskettes, IBM Format, DS/HD, 10/Box, Neon",Small Pack,0.64,2026-04-14,0
6781,48293,2026-04-09,Crítica,370.6,0.03,Aéreo Normal,160.72,7.64,1.39,Victoria Pisteka,Recife,93010,Pernambuco,Nordeste,Brasil,Corporativo,Material de Escritório,Envelopes,"#10- 4 1/8"" x 9 1/2"" Security-Tint Envelopes",Small Box,0.36,2026-04-15,1
7508,53574,2026-04-09,Média,669.69,0.03,Aéreo Normal,-297.02,80.98,35.0,Scot Coram,Novo Gama,54956,Goiás,Centro-Oeste,Brasil,Corporativo,Material de Escritório,Armazenamento e Organização,Carina Double Wide Media Storage Towers in Natural & Black,Large Box,0.81,2026-04-15,0
3606,25793,2026-04-07,Baixa,3436.771,0.04,Aéreo Normal,520.002,155.99,8.99,James Galang,Porto Alegre,22204,Rio Grande do Sul,Sul,Brasil,Consumidor,Tecnologia,Telefones e Comunicação,LX 788,Small Box,0.58,2026-04-11,0
677,4738,2026-04-07,Alta,10.39,0.02,Aéreo Normal,-7.97,4.71,0.7,David Kendrick,Recife,95070,Pernambuco,Nordeste,Brasil,Escritório em Casa,Material de Escritório,Elásticos,Plymouth Boxed Rubber Bands by Plymouth,Wrap Bag,0.8,2026-04-13,1
7600,54370,2026-04-08,Não Especificada,4968.5,0.0,Aéreo Normal,1041.28,99.99,19.99,Carol Adams,Vitória,21136,Espírito Santo,Sudeste,Brasil,Corporativo,Tecnologia,Periféricos,US Robotics 56K V.92 External Faxmodem,Small Box,0.52,2026-04-13,0
1088,8005,2026-04-05,Crítica,790.63,0.1,Aéreo Normal,52.3175,34.54,14.72,Craig Carroll,Natal,84067,Rio Grande do Norte,Nordeste,Brasil,Pequenas Empresas,Material de Escritório,Capas e Acessórios,GBC Recycled Grain Textured Covers,Small Box,0.37,2026-04-09,0
2476,17986,2026-04-05,Não Especificada,87.31,0.05,Aéreo Normal,-15.088,2.08,1.49,George Ashbrook,Formosa,79424,Goiás,Centro-Oeste,Brasil,Pequenas Empresas,Material de Escritório,Capas e Acessórios,Economy Binders,Small Box,0.36,2026-04-11,0
3042,21856,2026-04-05,Não Especificada,168.55,0.05,Aéreo Normal,71.77,3.69,0.5,Sonia Sunley,Belém,60110,Pará,Norte,Brasil,Corporativo,Material de Escritório,Etiquetas,Avery 487,Small Box,0.38,2026-04-11,0
4147,29411,2026-04-06,Alta,67.87,0.07,Aéreo Normal,-112.54,2.22,5.0,Naresj Patel,Formosa,76248,Goiás,Centro-Oeste,Brasil,Corporativo,Material de Escritório,Eletrodomésticos,Hoover Replacement Belt for Commercial Guardsman Heavy-Duty Upright Vacuum,Small Box,0.55,2026-04-10,0
4148,29411,2026-04-06,Alta,542.24,0.02,Aéreo Normal,268.53,15.67,1.39,Naresj Patel,Formosa,76248,Goiás,Centro-Oeste,Brasil,Corporativo,Material de Escritório,Envelopes,"#10 White Business Envelopes,4 1/8 x 9 1/2",Small Box,0.38,2026-04-09,0
28,194,2026-04-04,Média,329.03,0.1,Aéreo Normal,-197.25,7.28,7.98,Maria Zettner,Manaus,97321,Amazonas,Norte,Brasil,Corporativo,Mobiliário,Mobiliário de Escritório,"Master Caster Door Stop, Large Neon Orange",Wrap Bag,0.42,2026-04-09,0
29,194,2026-04-04,Média,20.19,0.04,Aéreo Normal,-13.44,3.14,1.92,Maria Zettner,Manaus,97321,Amazonas,Norte,Brasil,Corporativo,Material de Escritório,"Tesouras, réguas e aparadores",Serrated Blade or Curved Handle Hand Letter Openers,Wrap Bag,0.84,2026-04-07,0
1021,7458,2026-04-04,Crítica,226.81,0.05,Aéreo Normal,-5.3705,14.45,7.17,Karen Carlisle,Belo Horizonte,1810,Minas Gerais,Sudeste,Brasil,Corporativo,Material de Escritório,Capas e Acessórios,"Acco Recycled 2"" Capacity Laser Printer Hanging Data Binders",Small Box,0.38,2026-04-07,0
1023,7458,2026-04-04,Crítica,337.34,0.06,Aéreo Normal,-69.84,39.48,1.99,Karen Carlisle,Recife,94110,Pernambuco,Nordeste,Brasil,Corporativo,Tecnologia,Periféricos,"80 Minute CD-R Spindle, 100/Pack - Staples",Small Pack,0.54,2026-04-10,0
2126,15142,2026-04-04,Não Especificada,330.22,0.07,Aéreo Normal,-51.7155,15.28,10.91,Meg O'Connel,Cuiabá,64130,Mato Grosso,Centro-Oeste,Brasil,Corporativo,Material de Escritório,Capas e Acessórios,Recycled Premium Regency Composition Covers,Small Box,0.36,2026-04-10,0
4048,28868,2026-04-05,Alta,204.49,0.05,Aéreo Normal,-142.3,6.48,8.73,Anna Andreadi,Brasília,66212,Distrito Federal,Centro-Oeste,Brasil,Pequenas Empresas,Material de Escritório,Papel,Xerox 227,Small Box,0.37,2026-04-11,0
4149,29411,2026-04-06,Alta,15174.95,0.02,Transporte Rodoviário,7251.92,400.97,48.26,Naresj Patel,Formosa,76248,Goiás,Centro-Oeste,Brasil,Corporativo,Tecnologia,Máquinas de Escritório,Hewlett-Packard Deskjet 1220Cse Color Inkjet Printer,Jumbo Box,0.36,2026-04-12,0
4150,29411,2026-04-06,Alta,1084.12,0.04,Aéreo Normal,294.43,23.99,6.3,Naresj Patel,Formosa,76248,Goiás,Centro-Oeste,Brasil,Corporativo,Tecnologia,Máquinas de Escritório,TI 36X Solar Scientific Calculator,Medium Box,0.38,2026-04-13,0
5526,39143,2026-04-06,Não Especificada,6730.07,0.05,Transporte Rodoviário,-1134.61,150.98,66.27,Richard Eichhorn,Florianópolis,70072,Santa Catarina,Sul,Brasil,Consumidor,Mobiliário,Estantes,Bush Mission Pointe Library,Jumbo Box,0.65,2026-04-10,0
1022,7458,2026-04-04,Crítica,511.07,0.01,Aéreo Normal,-165.74,10.97,6.5,Karen Carlisle,Belo Horizonte,2334,Minas Gerais,Sudeste,Brasil,Corporativo,Tecnologia,Periféricos,Micro Innovations 104 Keyboard,Small Box,0.64,2026-04-07,0
3043,21856,2026-04-05,Não Especificada,77.03,0.08,Aéreo Normal,-47.75,3.14,1.92,Sonia Sunley,Belém,60110,Pará,Norte,Brasil,Corporativo,Material de Escritório,"Tesouras, réguas e aparadores",Serrated Blade or Curved Handle Hand Letter Openers,Wrap Bag,0.84,2026-04-09,0
4720,33605,2026-04-03,Crítica,153.01,0.04,Aéreo Normal,-218.5345,3.52,6.83,John Lee,Loanda,72401,Paraná,Sul,Brasil,Corporativo,Material de Escritório,Capas e Acessórios,Self-Adhesive Ring Binder Labels,Small Box,0.38,2026-04-07,0
8111,57894,2026-04-03,Baixa,13382.01,0.09,Transporte Rodoviário,2852.94,306.14,26.53,Jennifer Patt,Vitória,3801,Espírito Santo,Sudeste,Brasil,Escritório em Casa,Tecnologia,Máquinas de Escritório,Okidata ML184 Turbo Dot Matrix Printers,Jumbo Drum,0.56,2026-04-08,0
1903,13633,2026-04-03,Não Especificada,2703.37,0.09,Transporte Rodoviário,-231.6,150.98,57.2,Alan Hwang,Corumbá de Goiás,77642,Goiás,Centro-Oeste,Brasil,Corporativo,Mobiliário,Cadeiras,DMI Arturo Collection Mission-style Design Wood Chair,Jumbo Drum,0.59,2026-04-09,0
1904,13633,2026-04-03,Não Especificada,1538.17,0.02,Aéreo Normal,-1119.64,38.94,35.0,Alan Hwang,Corumbá de Goiás,77642,Goiás,Centro-Oeste,Brasil,Corporativo,Material de Escritório,Armazenamento e Organização,"Eldon Base for stackable storage shelf, platinum",Large Box,0.8,2026-04-06,0
3128,22466,2026-03-28,Baixa,5404.18,0.07,Transporte Rodoviário,241.06,180.98,30.0,Tamara Willingham,Recife,92277,Pernambuco,Nordeste,Brasil,Corporativo,Mobiliário,Cadeiras,Office Star - Ergonomic Mid Back Chair with 2-Way Adjustable Arms,Jumbo Drum,0.69,2026-03-31,0
